ID,Income,Total Spent,Total Purchases,Recency,Complain,Campaign,Weighted Score,Customer Type
6749,86358.0,1722,14,78,0,0,0.6037134680138367,Potential
4756,63998.0,1168,24,42,0,0,0.5841936579231792,Potential
3412,67381.0,957,13,67,0,1,0.44998148495353973,Potential
8015,85696.0,1313,19,88,0,0,0.5648485113213728,Potential
849,56129.0,660,18,65,0,0,0.3952741301986245,Potential
819,63285.0,1103,24,84,0,0,0.5284125611157199,Potential
5430,54450.0,684,19,0,0,0,0.47096815027773603,Potential
1453,57513.0,1060,25,59,0,0,0.5425533129812066,Potential
8310,68142.0,1459,21,96,0,0,0.5634133135860857,Potential
967,46049.0,515,16,11,0,0,0.38261274292544745,Potential
1077,56715.0,1020,14,52,0,0,0.4374897881116871,Potential
7959,79410.0,1370,10,19,0,0,0.5466917260226759,Potential
640,57304.0,1026,23,61,0,0,0.5151568374837131,Potential
8432,54450.0,684,19,0,0,0,0.47096815027773603,Potential
6218,59594.0,499,16,74,0,1,0.3708477423450223,Potential
6905,80685.0,1004,20,55,0,0,0.5404961593019699,Potential
3598,62710.0,606,18,53,0,0,0.412066675602662,Potential
10486,77142.0,990,16,54,0,0,0.4936790530132737,Potential
2410,81657.0,1097,15,69,0,0,0.49848450773167446,Potential
10660,66726.0,438,14,61,0,1,0.3698418987960831,Potential
10669,54386.0,470,15,8,0,0,0.38643166911438437,Potential
359,48070.0,504,16,33,1,0,0.3128377405670332,Potential
1829,54959.0,1232,18,55,0,1,0.5315518384945721,Potential
9855,62000.0,1020,25,25,0,1,0.6045045340419838,Potential
590,78579.0,1812,15,35,0,0,0.6557477658800289,Potential
8732,67369.0,1461,21,81,0,2,0.6272284455916155,Potential
6283,63841.0,908,21,64,0,0,0.4863429283444657,Potential
6606,70091.0,1161,17,11,0,1,0.5870052325561562,Potential
5545,78075.0,988,13,72,0,0,0.449060315798673,Potential
7342,59184.0,1072,24,6,0,0,0.5925632523541013,Potential
9500,58113.0,758,19,66,1,0,0.37577517286103845,Potential
2995,66636.0,1084,16,64,0,0,0.47753426150917255,Potential
1118,50965.0,685,19,87,0,1,0.40061032270665947,Potential
7192,65748.0,545,16,58,1,0,0.33387994587113096,Potential
232,61559.0,530,16,8,0,0,0.4224564306477392,Potential
4500,68682.0,1598,23,56,0,0,0.6489659423592751,Potential
1627,77297.0,789,21,84,0,1,0.4991346562139815,Potential
257,75032.0,1215,18,74,0,0,0.5283991749884361,Potential
4058,61284.0,811,21,76,0,1,0.4760074332048724,Potential
843,64722.0,805,21,47,0,0,0.48676919857299944,Potential
4138,76624.0,899,22,68,0,1,0.5431435758213284,Potential
7718,66000.0,711,9,36,0,0,0.37113991924764594,Potential
10833,65106.0,973,24,55,0,1,0.5631290493018422,Potential
9606,69969.0,1536,12,64,0,2,0.5793436380899123,Potential
8534,67433.0,992,24,51,0,1,0.5757306495817842,Potential
961,74716.0,860,15,92,0,0,0.41700839448030147,Potential
5011,68118.0,928,21,51,0,0,0.5125031333880027,Potential
6653,55158.0,418,14,72,0,0,0.30467546568148257,Potential
9094,62972.0,587,14,39,0,0,0.38583780387434846,Potential
810,74190.0,641,17,49,0,0,0.4383146449911899,Potential
3979,90687.0,1779,16,98,0,1,0.6471156451435104,Potential
5207,53378.0,793,19,41,0,0,0.4469678873912072,Potential
9400,85485.0,1383,18,73,0,0,0.5828577183205942,Potential
1740,55956.0,999,14,22,0,1,0.48731550387041134,Potential
7488,64191.0,825,21,30,0,0,0.5064012881289188,Potential
635,57183.0,610,17,51,0,0,0.39328842991636453,Potential
10319,66303.0,1286,18,56,0,1,0.5652715507365428,Potential
2931,71847.0,1192,22,95,0,1,0.5585143640647371,Potential
9516,49118.0,1229,26,90,0,2,0.5828149991254238,Potential
7384,39767.0,485,15,18,0,0,0.34691714585599515,Potential
339,57091.0,496,16,82,0,1,0.35672092604405387,Potential
378,52531.0,794,19,68,0,0,0.41801473825375385,Potential
5543,57811.0,802,20,49,0,1,0.48463871335769537,Potential
6055,71626.0,1305,18,94,0,1,0.5420344502948116,Potential
5841,60894.0,832,21,61,0,0,0.4691106329219712,Potential
6658,59868.0,1194,25,37,0,0,0.5942568033500742,Potential
4603,65695.0,656,19,50,0,0,0.44010226493136445,Potential
8427,64857.0,1540,22,78,0,0,0.5984409924658192,Potential
7143,74805.0,820,21,14,0,0,0.5449867661244087,Potential
9206,77382.0,1121,24,36,0,1,0.6361489983380645,Potential
158,71604.0,1196,16,3,0,1,0.5953850298337172,Potential
5621,48752.0,316,12,8,0,0,0.31799022421544976,Potential
2535,88097.0,844,19,24,0,3,0.6247061359563459,Potential
9495,71853.0,1149,16,29,0,0,0.5361449449136056,Potential
5510,43263.0,441,13,2,0,0,0.34403270644901535,Potential
873,62845.0,1178,17,3,0,1,0.5822419596570736,Potential
4698,50150.0,410,14,32,0,0,0.3326203364695951,Potential
7793,62061.0,800,21,12,0,1,0.5403666671550661,Potential
1745,85696.0,1313,19,88,0,0,0.5648485113213728,Potential
10590,76542.0,1483,22,91,0,0,0.6006560376853698,Potential
5080,70515.0,1258,16,12,0,0,0.5701458429851374,Potential
5232,69139.0,227,10,23,0,0,0.3127589214215882,Potential
3834,69627.0,861,21,35,0,0,0.5198293417059197,Potential
7712,62159.0,634,18,68,0,0,0.40078259841906155,Potential
1065,80695.0,1918,18,85,0,0,0.6572450375613761,Potential
1343,58554.0,586,16,55,0,0,0.37853355314754294,Potential
9967,53034.0,447,14,30,0,0,0.3476908953450734,Potential
6181,52203.0,939,26,36,0,0,0.5415418691244763,Potential
10507,59601.0,797,11,14,0,1,0.4386449757041598,Potential
2674,75154.0,1143,15,79,0,0,0.48243258922432297,Potential
2698,47025.0,415,14,52,0,0,0.3064561105787414,Potential
10476,67267.0,251,10,0,0,0,0.3362294635795961,Potential
5675,50611.0,493,16,98,0,1,0.32577141269327936,Potential
4743,56242.0,971,23,72,0,0,0.49173551588103065,Potential
8805,48904.0,371,13,1,0,0,0.3447458604194711,Potential
1542,56243.0,396,14,26,0,0,0.34953473651510103,Potential
8773,57420.0,322,12,22,0,1,0.34899031039780387,Potential
2963,75507.0,1440,20,56,0,0,0.6071852532717164,Potential
8216,53761.0,325,11,7,0,0,0.32226807142928215,Potential
4405,63915.0,789,21,2,0,0,0.5275478125189732,Potential
3421,63841.0,908,21,64,0,0,0.4863429283444657,Potential
10490,51039.0,417,12,11,0,0,0.3383062280358821,Potential
9958,65685.0,769,20,54,0,0,0.4659106476126836,Potential
6613,44511.0,727,20,39,0,0,0.4269014563372358,Potential
8402,67087.0,794,20,40,0,0,0.4876682758231631,Potential
8783,57045.0,454,15,40,0,0,0.3570511593350185,Potential
618,69389.0,797,21,17,0,0,0.5258797868877242,Potential
6376,57537.0,545,15,83,0,0,0.3312037280552561,Potential
7000,65704.0,817,22,18,0,0,0.5297722149607896,Potential
2561,63810.0,1371,19,45,0,1,0.5956949406663508,Potential
9349,92533.0,1131,22,84,0,2,0.6290315201767115,Potential
3388,70844.0,294,12,16,0,0,0.3544797663199922,Potential
8204,78041.0,1319,17,93,0,0,0.5253097344948241,Potential
5221,52852.0,879,22,93,0,1,0.46200997725084314,Potential
1232,70038.0,1244,16,54,0,0,0.5241338027614558,Potential
1927,69401.0,690,13,41,0,0,0.4072562430048669,Potential
6652,77343.0,1134,16,28,0,0,0.5465020002684176,Potential
6246,73892.0,1507,22,40,0,0,0.6506992774704656,Potential
6875,32727.0,529,15,38,0,0,0.31922107448228215,Potential
4399,68695.0,1091,15,3,0,0,0.5355709837972591,Potential
2525,38410.0,534,16,65,0,0,0.31472210657954297,Potential
8233,64866.0,556,17,9,0,1,0.46780632436716785,Potential
9483,57957.0,637,18,24,1,0,0.3865347142626631,Potential
10524,49476.0,795,18,29,0,0,0.4414998258499655,Potential
4690,50725.0,586,17,45,0,0,0.3808005492333949,Potential
4406,67419.0,1471,21,29,0,0,0.631677388450211,Potential
4070,94871.0,1078,17,99,0,2,0.5625311301876467,Potential
25,65148.0,1115,19,9,0,0,0.5635667600963155,Potential
217,64857.0,1540,22,78,0,0,0.5984409924658192,Potential
9559,57072.0,1034,25,79,0,1,0.5416660852724748,Potential
2849,60474.0,1180,24,25,0,0,0.5957957722993112,Potential
7787,62807.0,819,20,83,0,0,0.4393604775813837,Potential
8370,75484.0,1159,16,50,0,0,0.5247279508962761,Potential
9988,70379.0,860,22,84,0,0,0.4811809934943397,Potential
2939,79419.0,1631,14,96,0,0,0.5537735135931707,Potential
5529,64014.0,444,15,56,0,1,0.3793943966352306,Potential
3478,60585.0,736,20,17,0,0,0.48608852721276474,Potential
7250,57867.0,612,18,48,0,0,0.40755999808527593,Potential
10770,65492.0,1045,24,73,0,0,0.5338549524160436,Potential
2072,53374.0,1064,15,34,0,1,0.4906833691264198,Potential
9463,71706.0,1443,21,16,0,0,0.6491534077393766,Potential
3594,54108.0,747,19,74,0,0,0.40689576545188816,Potential
3584,49667.0,1396,20,35,0,1,0.588617523392355,Potential
3643,63206.0,928,13,65,0,1,0.4375645961347662,Potential
851,57136.0,642,17,48,0,0,0.40201953295714615,Potential
7706,46772.0,1048,24,88,0,1,0.5030989276096471,Potential
3967,78931.0,943,23,19,0,0,0.5900652212386819,Potential
10128,53977.0,907,22,21,0,0,0.5172887226234356,Potential
486,84219.0,1198,17,27,0,0,0.5836095376368949,Potential
9451,73538.0,1658,23,92,0,0,0.6341590434552776,Potential
1490,55759.0,854,21,84,0,0,0.43858133422074114,Potential
2408,58597.0,733,20,20,0,0,0.4781442433243917,Potential
202,82032.0,1234,17,54,0,0,0.5580591659213513,Potential
6050,57036.0,1513,22,33,0,1,0.6468068899329065,Potential
3463,69283.0,904,23,41,0,0,0.539561859815759,Potential
10530,67786.0,1156,15,0,0,0,0.5483928045480397,Potential
1079,71969.0,1086,16,59,0,1,0.5196700515164583,Potential
8920,59235.0,1128,25,4,0,0,0.6142277527343858,Potential
3852,74881.0,964,23,48,0,0,0.5556788888506544,Potential
528,65819.0,1383,19,99,0,0,0.5227420336057901,Potential
5589,51983.0,793,21,95,0,0,0.40810606746688616,Potential
591,66033.0,677,18,76,0,0,0.4090165483209276,Potential
7725,76800.0,641,15,33,0,0,0.44146333186165304,Potential
8091,63943.0,1106,16,50,0,0,0.48974648817823324,Potential
7321,76081.0,1033,13,85,0,1,0.4647080000091921,Potential
5462,67445.0,1174,27,63,0,0,0.5997716975057498,Potential
2793,70179.0,1034,23,10,0,0,0.5964237008624933,Potential
879,49681.0,458,15,66,0,0,0.31532715475587275,Potential
4828,79865.0,792,20,12,0,0,0.5436758144012901,Potential
1497,47958.0,407,14,8,0,0,0.35150036513187854,Potential
7476,63972.0,1269,19,93,0,1,0.5290655816305783,Potential
4390,75315.0,841,21,14,0,0,0.5499167509344224,Potential
10478,55517.0,633,18,53,0,0,0.4011528792902626,Potential
1081,75283.0,1019,14,26,0,0,0.5043855680518659,Potential
6257,60482.0,507,16,81,0,0,0.34217998599351923,Potential
9952,78093.0,1105,16,53,0,0,0.5176380827367142,Potential
3503,82460.0,974,14,78,0,0,0.45947412948131516,Potential
4608,81361.0,778,26,18,0,0,0.5946142842993122,Potential
2471,61482.0,299,11,39,0,0,0.30220061670493564,Potential
5185,74268.0,892,12,83,0,0,0.40279366091722646,Potential
1041,48432.0,424,14,3,0,0,0.3606762090769369,Potential
5272,53843.0,562,16,64,0,0,0.3547342578986351,Potential
2565,70638.0,1334,19,69,0,1,0.5797502173174325,Potential
8969,71855.0,1141,21,59,0,0,0.5512702830219744,Potential
4656,51250.0,710,19,28,0,1,0.4653672059572086,Potential
4480,60432.0,401,14,61,0,0,0.32429598212579985,Potential
9971,65526.0,506,16,22,0,0,0.4126818409273968,Potential
6729,68655.0,1538,20,95,0,0,0.5705049453727549,Potential
10099,55434.0,882,21,21,0,0,0.5065819089975097,Potential
940,57100.0,311,12,9,0,0,0.3344230646460242,Potential
3011,69139.0,227,10,23,0,0,0.3127589214215882,Potential
3298,52973.0,1152,24,92,0,0,0.5065523738011287,Potential
5120,66664.0,1289,18,78,0,0,0.5193869821527376,Potential
6097,50664.0,561,15,64,0,0,0.33819008333661105,Potential
8041,47111.0,1092,15,35,0,0,0.4559850938662511,Potential
252,41003.0,601,16,11,0,0,0.38711962186053195,Potential
3859,73059.0,1095,25,36,0,0,0.6063057224437117,Potential
10906,46681.0,425,14,52,0,0,0.3075137450273006,Potential
3427,59821.0,734,20,11,0,0,0.4901070192241464,Potential
5209,50002.0,638,17,21,0,0,0.41288541972000853,Potential
10711,69755.0,894,21,23,0,0,0.5382174018060036,Potential
1665,64140.0,1750,13,71,0,3,0.6326501337234978,Potential
6575,56386.0,612,17,51,0,0,0.3918992920971942,Potential
3091,75774.0,823,20,27,0,0,0.5251545583521942,Potential
5177,58494.0,396,14,56,0,0,0.3241796549345283,Potential
7005,58684.0,813,20,71,0,1,0.466330605613199,Potential
6409,57136.0,1179,19,18,0,0,0.5484728050981451,Potential
8395,82014.0,1511,21,48,0,0,0.65182204394563,Potential
2285,36634.0,335,12,0,0,0,0.3028805096126946,Potential
2295,62670.0,825,21,57,0,0,0.4757852334431048,Potential
1378,50334.0,694,17,24,0,0,0.4207420843483266,Potential
1165,50729.0,496,15,62,0,0,0.3285635616293367,Potential
6457,64892.0,902,22,77,0,0,0.4838085594178455,Potential
6912,63246.0,772,21,60,0,0,0.46440798331893474,Potential
1964,86610.0,1603,17,66,0,0,0.6229295655094143,Potential
3433,72635.0,981,20,54,0,1,0.5446397587236578,Potential
4065,49544.0,404,14,0,0,0,0.3625232424363864,Potential
2570,56534.0,815,21,35,0,2,0.532706059456872,Potential
9256,58350.0,1001,23,5,0,0,0.5694872566451539,Potential
295,81217.0,1157,21,77,0,0,0.5565692392277262,Potential
7397,49090.0,688,18,45,0,0,0.40508224171760177,Potential
6349,61787.0,1319,18,71,0,0,0.5211788543026409,Potential
550,62335.0,708,19,87,0,0,0.4047745540856366,Potential
10742,86580.0,746,11,72,0,1,0.43011166181470323,Potential
4676,73705.0,1695,23,86,0,0,0.6472977377443642,Potential
8852,61064.0,1080,23,80,0,0,0.5140242548174688,Potential
1958,55012.0,660,19,85,0,0,0.3819918195821284,Potential
7732,64813.0,745,19,81,0,0,0.4229930837801428,Potential
10091,60230.0,1067,15,78,0,0,0.4368533117510288,Potential
3498,55424.0,877,21,6,0,1,0.5458045506530939,Potential
1000,74881.0,964,23,48,0,0,0.5556788888506544,Potential
3828,71107.0,1327,26,61,0,0,0.6282172903017813,Potential
2499,75342.0,563,17,38,0,0,0.4378104592543492,Potential
10092,70044.0,1504,22,46,0,0,0.6356362033799675,Potential
7500,79146.0,564,17,33,0,0,0.45140395848106574,Potential
5796,77437.0,1125,22,70,0,1,0.5839019740263619,Potential
10556,54984.0,358,13,51,0,1,0.33024740692776616,Potential
7610,37292.0,460,14,32,0,0,0.3134259441318786,Potential
9710,58086.0,792,21,80,0,0,0.4364912779105985,Potential
9292,81795.0,1382,22,74,0,0,0.6110552078319094,Potential
7881,66835.0,1033,23,21,0,0,0.5777807268112126,Potential
5847,69901.0,882,20,95,0,0,0.4542595116235555,Potential
3571,63342.0,1101,16,48,0,1,0.5145387328753287,Potential
5092,51569.0,467,15,39,0,1,0.3733823226069248,Potential
5883,77981.0,664,18,78,0,0,0.4309014609077546,Potential
2118,62905.0,622,17,68,0,0,0.3908708477935062,Potential
6616,59481.0,461,14,47,0,0,0.3472297009275142,Potential
2797,72117.0,1073,25,34,0,0,0.6022649770601528,Potential
9167,67131.0,976,23,72,0,0,0.5165776431093548,Potential
2631,71853.0,1149,16,29,0,0,0.5361449449136056,Potential
8895,70596.0,968,20,68,0,0,0.4986584752794479,Potential
8584,85431.0,1165,16,54,0,0,0.5436404316381136,Potential
2681,65370.0,461,18,1,0,0,0.44413902532488087,Potential
9645,64590.0,1338,23,98,0,0,0.5503886242876168,Potential
10678,71232.0,917,23,91,0,0,0.49569884858906105,Potential
2870,49094.0,502,15,6,0,0,0.3826235769428036,Potential
1513,60839.0,1250,16,72,0,0,0.48681982882870517,Potential
6173,77298.0,969,23,46,0,0,0.5639188184649463,Potential
7960,82122.0,1382,25,89,0,1,0.6497474751025372,Potential
7002,62535.0,398,13,13,0,0,0.36748432341920406,Potential
8439,63404.0,902,13,97,0,1,0.4009607494783677,Potential
762,75774.0,823,20,27,0,0,0.5251545583521942,Potential
2831,78416.0,1179,24,99,0,0,0.560305433503819,Potential
4168,37070.0,433,14,30,0,0,0.3100609465617597,Potential
9284,53977.0,907,22,21,0,0,0.5172887226234356,Potential
1990,63159.0,1797,16,74,0,1,0.6141132718185437,Potential
269,46757.0,1143,15,71,0,0,0.4280936283705996,Potential
8093,79734.0,914,13,72,0,1,0.4642849753274333,Potential
10513,63207.0,1502,11,68,0,1,0.519897736681384,Potential
10177,72071.0,1338,17,4,0,0,0.6055321904910904,Potential
5782,58582.0,763,20,15,0,1,0.5136031309967803,Potential
10057,72282.0,1331,21,70,0,0,0.5755596759912278,Potential
10307,50387.0,525,16,91,0,0,0.3131538540597271,Potential
2415,62568.0,953,13,99,0,1,0.4063532286396892,Potential
9166,63967.0,882,20,57,0,0,0.4795997570624522,Potential
1440,52513.0,1149,23,84,0,0,0.5037029152166325,Potential
5302,78394.0,1428,15,13,0,0,0.6079140025508651,Potential
4687,80739.0,1633,23,92,0,0,0.6454531816115803,Potential
7129,54693.0,929,23,72,0,0,0.4807127453395548,Potential
7849,80336.0,1052,24,12,0,0,0.6293695287319494,Potential
9847,62972.0,587,14,39,0,0,0.38583780387434846,Potential
531,57333.0,1662,22,55,0,0,0.627262899778045,Potential
6906,84953.0,1024,17,73,0,3,0.5821984500299313,Potential
3170,68148.0,1042,14,86,0,0,0.4322676876879193,Potential
8527,65735.0,395,14,37,0,0,0.35910672017215733,Potential
7872,86836.0,557,22,7,0,3,0.6151754119417093,Potential
4609,57705.0,486,15,14,0,0,0.3905686503556923,Potential
1168,72159.0,1401,20,62,0,0,0.5866916097214198,Potential
9595,64260.0,1574,13,1,0,0,0.5966983659464321,Potential
10163,82733.0,1323,19,28,0,0,0.6207553526647015,Potential
9029,70116.0,1536,22,73,0,0,0.6143258513722601,Potential
521,54006.0,581,16,42,0,0,0.3807609633282326,Potential
1459,69063.0,928,13,16,0,0,0.4749338839981895,Potential
1630,61825.0,424,14,56,0,0,0.33658016129008433,Potential
3254,70886.0,960,13,65,0,0,0.4352502027993676,Potential
3678,60208.0,656,18,13,0,1,0.48103996514822706,Potential
8602,69932.0,1049,24,97,0,0,0.5200976566184905,Potential
6715,60200.0,685,19,3,0,0,0.48075836617437867,Potential
3766,33051.0,835,18,15,0,0,0.4267923995873644,Potential
1399,72905.0,1515,19,52,0,1,0.6347345572258949,Potential
1570,69702.0,1039,24,8,0,0,0.6076772961352515,Potential
3426,70300.0,1596,23,89,0,0,0.6188263962903088,Potential
3074,70643.0,1828,17,66,0,0,0.6286424782565232,Potential
6461,62772.0,946,22,74,0,1,0.5151595192793396,Potential
10702,52413.0,450,15,67,0,0,0.31887126623194173,Potential
5113,86979.0,1702,15,67,0,1,0.6469370367651887,Potential
10858,76532.0,820,21,38,0,0,0.5245404802399073,Potential
6892,61671.0,732,20,23,0,2,0.5316895562080878,Potential
1743,69719.0,801,10,99,0,0,0.34137739472141543,Potential
5558,90933.0,1685,14,90,0,1,0.6199376118409075,Potential
4619,113734.0,277,27,9,0,0,0.5933690364955481,Potential
8780,59292.0,507,16,71,0,0,0.3496652435491164,Potential
5896,73395.0,397,14,94,0,0,0.3187312527407232,Potential
10951,45688.0,306,12,20,0,1,0.32232021405343686,Potential
544,62820.0,976,13,51,0,0,0.4345637061506564,Potential
17,60491.0,1028,24,81,0,0,0.5116979552111993,Potential
5832,92556.0,1263,21,32,0,0,0.6461742881513115,Potential
5544,67384.0,1490,20,32,0,1,0.6476413425735086,Potential
6417,80573.0,1564,23,85,0,0,0.6396438873197242,Potential
5831,77870.0,1815,15,93,0,2,0.6461475817530984,Potential
7101,52278.0,1198,25,24,0,0,0.5914299649923777,Potential
10176,57107.0,416,16,44,0,2,0.40562965609635154,Potential
3283,70932.0,909,20,57,0,0,0.4998068217063191,Potential
7966,80982.0,1191,27,48,1,0,0.5977624805440281,Potential
10872,55212.0,1182,17,65,0,2,0.5285630267523451,Potential
2181,70617.0,1280,13,45,0,0,0.5129020434940967,Potential
1867,64849.0,1336,18,42,0,0,0.5602858347485511,Potential
1518,62694.0,749,19,29,0,0,0.47158605219113725,Potential
6200,75903.0,901,21,50,0,0,0.5257283126490615,Potential
4827,54998.0,455,15,3,0,0,0.39010674118478983,Potential
6250,54356.0,775,21,62,0,0,0.44339070653579227,Potential
10413,72570.0,1089,22,67,0,0,0.5447044438059153,Potential
10868,70792.0,1272,17,82,0,0,0.5119619478009657,Potential
10676,63211.0,1173,18,3,0,0,0.5665145760410378,Potential
2495,83891.0,816,21,24,0,0,0.5541322821409274,Potential
2162,56939.0,561,16,19,0,0,0.4068127777175989,Potential
3434,80872.0,1336,18,60,0,0,0.5773243552517349,Potential
5626,61798.0,463,15,13,0,0,0.396403916297506,Potential
6428,76842.0,1130,16,37,0,0,0.5355843234690927,Potential
10448,46998.0,377,13,55,0,1,0.31209907643711515,Potential
8925,70053.0,1012,23,38,0,0,0.5638735840641873,Potential
7165,64474.0,823,20,59,0,0,0.467992667404452,Potential
3595,77226.0,1138,26,29,0,0,0.6397102341322239,Potential
8537,72643.0,1429,20,60,0,1,0.6198542949906308,Potential
6281,55686.0,982,14,27,0,1,0.4785880746474237,Potential
9507,40794.0,434,14,18,0,0,0.33054930394856735,Potential
10311,4428.0,359,25,0,0,0,0.35831621785555806,Potential
5117,32632.0,576,16,32,0,0,0.34297264835330926,Potential
1406,53201.0,415,14,49,0,0,0.3230619495085996,Potential
9797,58116.0,443,14,38,0,0,0.35005537540546344,Potential
4122,79205.0,895,15,73,0,1,0.4774158823438888,Potential
10841,56559.0,484,15,46,0,0,0.3553636254350442,Potential
5370,32644.0,413,14,38,0,1,0.3136237279727055,Potential
3599,63684.0,1464,20,61,0,0,0.5804995607776486,Potential
832,65814.0,747,20,90,0,0,0.425840241136158,Potential
2002,71964.0,1870,16,81,0,0,0.6146375642512284,Potential
1951,34445.0,839,21,92,0,0,0.3809293029827536,Potential
7861,77027.0,1175,17,23,0,0,0.5676694196552421,Potential
4837,71322.0,1305,26,57,0,0,0.6287399618082082,Potential
9323,49912.0,874,22,5,0,1,0.5435295262924902,Potential
3945,68117.0,930,23,80,0,1,0.5273207629365322,Potential
3799,67225.0,868,20,4,0,0,0.5377572588127512,Potential
3491,55914.0,1260,25,32,0,0,0.6025869554371562,Potential
9119,60905.0,392,13,27,0,0,0.3486717168654641,Potential
4786,75330.0,1109,25,94,0,0,0.555251073477856,Potential
5872,60689.0,639,18,23,0,0,0.4439128125231421,Potential
5631,49767.0,692,17,92,0,0,0.35044612955462545,Potential
4974,83273.0,1392,19,98,0,0,0.5637503769773238,Potential
10701,65308.0,1211,27,60,0,2,0.6548156401387926,Potential
3507,76467.0,1575,12,44,0,0,0.5709027466371283,Potential
2079,81044.0,1208,21,0,0,0,0.6432170460337576,Potential
4426,55801.0,527,15,35,0,1,0.3976078426041631,Potential
2591,76320.0,932,13,49,0,0,0.45827775887479316,Potential
7441,71128.0,1615,24,80,0,0,0.6425585326580886,Potential
1071,70179.0,1034,23,10,0,0,0.5964237008624933,Potential
10061,59462.0,1088,23,29,0,0,0.5634690597089015,Potential
2345,70038.0,1244,16,54,0,0,0.5241338027614558,Potential
10897,67445.0,1174,27,63,0,0,0.5997716975057498,Potential
123,67046.0,993,13,92,0,0,0.40552221753895873,Potential
7899,77610.0,1680,15,70,0,0,0.5943223017091118,Potential
2406,54591.0,519,16,63,0,0,0.34958927173690135,Potential
2712,71866.0,715,19,85,0,0,0.42901460502929784,Potential
10643,42000.0,653,18,23,0,0,0.4053716075617533,Potential
2254,69520.0,1455,20,95,0,0,0.5573518981758641,Potential
10281,64713.0,602,17,11,0,0,0.44879322122076937,Potential
6497,51651.0,433,13,32,0,0,0.3307164066127061,Potential
5250,0.0,1564,21,75,0,1,0.47888646898244847,Potential
1052,56796.0,1001,24,24,0,0,0.556254472364519,Potential
2802,87000.0,961,17,61,0,0,0.51239235213702,Potential
4865,53367.0,400,14,2,0,0,0.36818090632656325,Potential
3107,71322.0,350,12,31,0,0,0.3505361430889723,Potential
7734,79244.0,1216,21,58,0,2,0.6321256147704055,Potential
1146,49912.0,874,22,5,0,1,0.5435295262924902,Potential
7428,80144.0,1367,18,47,0,0,0.5944781760654871,Potential
3422,76068.0,1376,9,67,0,2,0.5325740601553689,Potential
6544,67911.0,976,24,63,0,0,0.5367580790787698,Potential
2909,78128.0,1264,18,89,0,2,0.5789405580223793,Potential
340,72967.0,497,17,1,0,1,0.48299270265040134,Potential
9729,58275.0,615,17,48,0,0,0.39962596295867986,Potential
1008,44953.0,1021,23,31,0,1,0.542404101716912,Potential
9907,66476.0,1013,24,80,0,0,0.5231430757004477,Potential
8659,69805.0,1038,25,50,0,0,0.5746730807070063,Potential
6262,72217.0,1573,21,93,0,0,0.5960780668128622,Potential
4915,53230.0,732,19,86,0,0,0.3901239343903535,Potential
2493,61286.0,608,16,34,0,0,0.4097412411384581,Potential
1631,65220.0,1282,19,3,0,0,0.6000758357387491,Potential
4369,65487.0,1169,14,48,0,0,0.4878374181878344,Potential
10127,58692.0,395,14,21,0,0,0.3597870378654175,Potential
5136,65333.0,798,21,58,0,2,0.5257314841817724,Potential
9790,78499.0,1334,18,12,0,1,0.6452303284725946,Potential
7873,63516.0,300,12,30,0,0,0.3253188628246773,Potential
5186,58482.0,731,20,59,0,1,0.46313476416860033,Potential
5667,60896.0,1701,23,90,0,0,0.6161899958614808,Potential
977,47320.0,414,14,10,0,0,0.3493474173844595,Potential
2429,72071.0,1338,17,4,0,0,0.6055321904910904,Potential
3520,91172.0,1092,14,94,0,4,0.5838651199034356,Potential
10394,90000.0,1479,17,91,0,3,0.657637706768063,Potential
9362,69263.0,568,17,14,0,1,0.4745974567834442,Potential
3968,65706.0,1199,26,77,0,3,0.6519672295803403,Potential
4084,60934.0,873,21,41,0,0,0.49683709511255214,Potential
6721,71965.0,1213,14,21,0,0,0.5373301639602073,Potential
2829,65210.0,731,20,25,0,2,0.5372670918948401,Potential
492,48432.0,424,14,3,0,0,0.3606762090769369,Potential
4377,52914.0,575,13,32,0,1,0.38424836494080955,Potential
8858,44325.0,542,17,69,0,1,0.35950955917917565,Potential
9723,67716.0,1016,24,8,0,1,0.6241401419715309,Potential
2666,76234.0,907,22,21,0,1,0.5912120876681893,Potential
10652,65487.0,1169,14,48,0,0,0.4878374181878344,Potential
7118,73803.0,1528,20,61,0,1,0.6393504723501209,Potential
10722,55593.0,546,15,63,0,1,0.3723139982057283,Potential
2632,50501.0,500,13,10,0,1,0.38756315866501684,Potential
10968,57731.0,704,22,0,0,0,0.5099327232527906,Potential
11133,48432.0,424,14,3,0,0,0.3606762090769369,Potential
2736,73807.0,849,21,88,0,0,0.4733055520332024,Potential
1092,61014.0,1147,16,17,0,0,0.5240780708048911,Potential
607,41769.0,521,16,31,0,0,0.35409107686399616,Potential
10469,88325.0,1623,17,42,0,0,0.654569320301585,Potential
3661,80617.0,1435,18,42,0,0,0.6129021241966234,Potential
9589,82032.0,1234,17,54,0,0,0.5580591659213513,Potential
6261,58025.0,470,15,81,0,0,0.32069322269865586,Potential
4286,57642.0,679,19,24,0,1,0.4778352051867861,Potential
4749,58554.0,586,16,55,0,0,0.37853355314754294,Potential
4478,63777.0,653,18,87,0,0,0.38859341449634616,Potential
4201,57967.0,468,14,39,0,0,0.3532522177098601,Potential
8720,0.0,1679,1,53,0,1,0.33446721599306245,Potential
9817,44802.0,1049,25,71,0,0,0.5004967438338662,Potential
